Average focal length (px),Baseline (m),Baseline (mm),Rotation roll (deg),Rotation pitch (deg),Rotation yaw (deg),Disparity @1m (px),Disparity @2m (px),Disparity @3m (px),Disparity @4m (px),Disparity @5m (px),Disparity @6m (px)
944.31,0.05922,59.22,-1.635,-1.067,0.581,55.93,27.96,18.64,13.98,11.19,9.32
